selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-080813, 1021917.82492371, -901575.92458942, 1077684.35606346, 1.32, 1.01, 2.20
04-1-080820, 1023283.14184055, -917237.19328158, 1063073.98749375, 1.52, 1.44, 0.55
04-1-080828, 1044105.49400493, -900484.74719567, 1057132.77191499, 1.67, 1.60, 2.30
04-1-080832, 1023214.05589173, -919722.79004180, 1060990.92611733, 1.33, 1.12, 2.06
04-1-080836, 1027993.26212781, -921750.44964209, 1054592.20630746, 1.75, 1.04, 1.95
04-1-080837, 1023950.63233816, -926639.71962395, 1054240.33908285, 1.26, 1.20, 2.01
04-1-080839, 1021100.75196466, -925423.08492741, 1058066.22109424, 1.21, 0.94, 1.57
04-1-080840, 1020141.61918598, -926079.13665409, 1058417.34181683, 1.73, 1.41, 1.45
04-1-080841, 1018379.14551640, -921500.73129312, 1064095.42720733, 1.15, 0.93, 1.57
04-1-080842, 1017931.63887426, -917354.32690776, 1068098.76766260, 1.67, 1.52, 1.12
04-1-080844, 1015262.44708929, -915816.22423462, 1071952.22233032, 1.22, 1.15, 2.50
04-1-080845, 1015494.51347900, -910959.18024985, 1075863.85059290, 1.33, 1.31, 2.05
04-1-080856, 1012824.72718965, -920985.82447600, 1069827.06224299, 1.27, 1.10, 1.90
04-1-080857, 1013977.97373333, -919354.58896328, 1070137.63999582, 1.51, 1.34, 1.10
04-1-080870, 1012172.30281638, -929957.96605157, 1062659.00964920, 1.25, 1.08, 2.42
04-1-080874, 1005572.78594249, -932149.08610740, 1066995.88257922, 1.28, 1.13, 1.36
04-1-080892, 1010507.06976735, -939284.08077751, 1056020.66151575, 1.09, 0.98, 1.75
04-1-080898, 989812.50294062, -947903.57799385, 1067852.41295269, 1.43, 1.37, 0.36
04-1-080899, 992894.67805928, -940346.34957107, 1071665.83463780, 1.34, 1.27, 1.77
04-1-080901, 990695.19015607, -934759.86066733, 1078566.55014275, 1.20, 1.16, 1.55
04-1-080902, 990112.49054836, -935648.37064631, 1078331.18408355, 1.21, 1.10, 1.54
04-1-080903, 988814.39362235, -936089.23678991, 1079139.37734259, 1.13, 0.98, 2.25
04-1-080915, 997002.01064561, -928386.46939537, 1078259.85467892, 1.25, 1.14, 1.51
04-1-080920, 997958.29565153, -922147.91152290, 1082719.36780232, 1.14, 1.00, 1.98
04-1-080921, 998912.44894660, -923029.58210188, 1081086.98535517, 1.58, 1.38, 1.11
04-1-080925, 996931.80025226, -925304.36330267, 1080970.66606769, 1.32, 1.25, 1.73
04-1-080926, 995384.79585888, -924839.14293687, 1082792.88317978, 1.20, 0.99, 1.50
04-1-080928, 995706.39846338, -923100.04991983, 1083980.54682596, 1.43, 1.34, 0.94
04-1-080932, 992196.18459823, -926533.78485594, 1084269.63288162, 1.21, 1.17, 3.06
04-1-080939, 985455.52377496, -937092.86052143, 1081338.58777960, 1.28, 1.17, 1.83
04-1-080944, 997310.77898971, -918102.78783742, 1086746.17141083, 1.24, 1.12, 1.41
04-1-080948, 989719.49297116, -926714.08107638, 1086377.05110504, 1.50, 1.33, 1.64
04-1-080951, 985265.85943956, -930417.50874595, 1087259.49324061, 1.05, 1.01, 1.42
04-1-080957, 1002391.45386397, -936545.72933349, 1066138.93564004, 1.20, 0.96, 1.88
04-1-080958, 1001849.56905608, -939977.07805386, 1063625.54205673, 1.12, 0.98, 1.61
04-1-080971, 981173.12924690, -949794.05217611, 1074127.23124159, 1.37, 1.32, 1.25
04-1-080973, 986188.44771460, -949859.49286500, 1069466.24510011, 1.34, 1.24, 1.72
04-1-080986, 979777.11379611, -957928.88810747, 1068160.94883241, 2.24, 2.17, 0.94
04-1-080988, 979512.37338224, -958974.98200780, 1067464.87261840, 5.99, 5.81, 1.30
04-1-080990, 980713.52285512, -945940.00096651, 1077941.21391687, 1.14, 1.06, 2.02
04-1-080991, 979631.94309915, -948136.57158449, 1076994.45573494, 1.56, 1.36, 1.92
04-1-080992, 977693.86568709, -949206.53979562, 1077812.78977708, 1.81, 1.68, 2.19
04-1-080993, 978410.27283396, -950432.97410805, 1076080.50802024, 1.13, 0.97, 1.63
04-1-080999, 970474.24601882, -962344.29266260, 1072675.14196700, 1.88, 1.51, 1.63
04-1-081000, 970224.60218108, -959078.81551017, 1075820.99206242, 1.02, 0.98, 2.45
04-1-081001, 971013.75250331, -959657.87520983, 1074591.92952357, 1.56, 1.43, 1.65
04-1-081007, 979170.05882291, -944979.23119555, 1080184.71036847, 1.39, 1.23, 1.28
04-1-081023, 969715.15405046, -949482.62712117, 1084755.28152665, 1.15, 1.08, 0.42
04-1-081028, 977597.17519314, -944285.46227050, 1082214.16032086, 1.17, 1.01, 2.11
04-1-081035, 967248.47793352, -961592.80369829, 1076256.67097163, 1.32, 1.12, 1.30
04-1-081044, 957679.83320181, -978462.75003067, 1069588.11880133, 1.16, 0.98, 1.54
04-1-081046, 960575.74123460, -981729.94631362, 1063982.76201387, 3.48, 2.84, 1.98
04-1-081048, 961930.39248254, -982633.99589425, 1061922.36539744, 1.13, 0.98, 1.62
04-1-081050, 958886.16716800, -987250.19202453, 1060392.91621615, 1.30, 1.15, 1.29
04-1-081057, 955110.15035307, -973829.22473802, 1076094.79217152, 1.20, 1.10, 2.80
04-1-081058, 956854.66557529, -973668.38849061, 1074689.61948131, 4.37, 4.19, 0.26
04-1-081063, 963057.02453786, -971769.50954078, 1070861.31119541, 3.32, 3.01, 2.37
04-1-081067, 946053.11225724, -980282.79458222, 1078233.69982321, 1.31, 1.06, 1.15
04-1-081068, 948739.38531093, -981316.67910362, 1074927.86459040, 1.23, 1.00, 1.56
04-1-081070, 947968.01380809, -982541.49394821, 1074489.46829029, 1.12, 0.94, 1.77
04-1-081071, 950299.32238463, -983136.18450700, 1071883.01627945, 1.33, 1.01, 1.64
04-1-081078, 947840.35300394, -973903.11416044, 1082437.13417731, 1.45, 1.32, 0.86
04-1-081081, 950872.64988398, -973511.22066775, 1080127.70862366, 1.28, 1.16, 1.44
04-1-081087, 955555.92040571, -963763.08726713, 1084726.85713912, 1.53, 1.34, 1.52
04-1-081091, 962655.66117346, -960574.52502174, 1081272.13035846, 3.37, 2.48, 1.81
04-1-081106, 947814.79094434, -992802.41956683, 1065152.21342744, 1.28, 1.08, 2.20
04-1-081110, 957949.12518791, -988216.15485732, 1060340.07036928, 1.11, 0.95, 1.26
04-1-081111, 954381.87514410, -985396.16798175, 1066165.27261176, 1.22, 1.18, 1.67
04-1-081113, 948420.73670742, -986691.76301949, 1070278.57634021, 1.58, 1.48, 1.17
04-1-081121, 940888.78859123, -990520.00826933, 1073385.83963152, 1.77, 1.63, 2.59
04-1-081124, 935460.30586426, -992374.00359372, 1076413.77413321, 1.50, 1.42, 1.48
04-1-081126, 937857.32801907, -987501.20522927, 1078806.63788822, 1.60, 1.49, 1.54
04-1-081127, 939216.67649434, -987343.80655202, 1077767.60122871, 1.67, 1.52, 0.92
04-1-081131, 941169.12548428, -987013.32730591, 1076366.16862277, 1.44, 1.39, 1.85
04-1-081133, 938964.61413438, -989773.57557778, 1075756.70227587, 1.46, 1.35, 1.43
04-1-081139, 947115.01326420, -994116.98930382, 1064548.41281506, 1.46, 1.29, 1.28
04-1-081141, 941483.22955821, -985653.56212470, 1077337.06143042, 1.87, 1.74, 2.25
04-1-081142, 929850.11610977, -998923.35315662, 1075216.09739112, 1.17, 1.10, 1.94
04-1-081147, 939999.94710286, -1009191.24885146, 1056641.79488049, 1.24, 1.12, 0.86
04-1-081154, 909651.05909153, -1036382.18472244, 1056884.89339359, 1.08, 0.98, 1.48
04-1-081159, 909195.48341305, -1023691.59568526, 1069569.00191838, 1.11, 0.94, 1.37
04-1-081182, 895325.61176982, -1035380.06278754, 1070018.19353274, 1.29, 1.16, 0.50
04-1-081194, 887254.68092125, -1051821.78931597, 1060664.32706276, 1.35, 1.15, 1.89
04-1-081200, 875888.99683483, -1051535.82946693, 1070350.23453586, 1.44, 1.32, 1.70
04-1-081201, 875703.25716628, -1054752.21399214, 1067333.28087671, 1.90, 1.74, 1.95
04-1-081205, 879038.17663180, -1045408.79258500, 1073764.91859709, 1.29, 1.12, 2.11
04-1-081207, 872350.50944983, -1046841.82764165, 1077815.16808890, 1.34, 1.21, 2.00
04-1-081215, 866943.07998143, -1055208.46663044, 1074012.82488792, 1.16, 1.08, 1.63
04-1-081218, 861441.27735526, -1058643.50869270, 1075058.88544366, 1.07, 1.02, 1.30
04-1-081223, 859487.84045812, -1054550.00425659, 1080631.15845651, 1.09, 0.99, 1.61
04-1-081224, 854435.89474479, -1057138.41148641, 1082107.40720672, 1.24, 0.97, 1.31
04-1-081228, 841017.32443503, -1082281.47310939, 1067668.22232579, 1.44, 1.35, 1.97
04-1-081229, 841493.14038721, -1084103.90217860, 1065442.06034979, 1.33, 1.24, 2.50
04-1-081231, 842232.56655418, -1080688.58693625, 1068323.56610780, 1.31, 1.14, 1.55
04-1-081235, 831744.08985523, -1083323.48180263, 1073857.88760242, 1.20, 1.13, 1.24
04-1-081236, 824416.87435366, -1087231.99805050, 1075556.67433011, 1.40, 1.28, 3.01
04-1-081239, 803897.12442042, -1118370.47813059, 1059035.24350917, 1.07, 1.02, 1.72
04-1-081240, 815482.27747684, -1104195.74307751, 1065034.82388638, 1.10, 1.01, 2.03
04-1-081252, 748717.15675667, -1137215.92590463, 1079222.55213977, 1.14, 1.04, 1.38
04-1-081256, 747952.14281314, -1142250.84551319, 1074425.12907397, 1.07, 0.96, 1.56
04-1-081263, 752167.83229485, -1142804.49269057, 1070887.57745484, 1.13, 1.05, 1.51
04-1-081265, 751926.34439323, -1145090.39804046, 1068612.89198802, 1.25, 1.14, 1.41
04-1-081268, 767177.29806801, -1140905.85191229, 1062229.53753008, 1.03, 0.97, 1.57
04-1-081269, 768530.01184155, -1141583.17650029, 1060522.62212097, 1.10, 1.00, 2.30
04-1-081270, 772320.75497655, -1142086.45100468, 1057221.80731576, 1.87, 1.81, 2.68
04-1-081273, 770016.80843988, -1144050.27616983, 1056778.99312761, 1.03, 0.98, 1.60
04-1-081282, 756864.64830011, -1153049.39038484, 1056499.77164536, 1.20, 1.02, 1.64
04-1-081287, 748188.47850146, -1150613.83890376, 1065298.34054167, 1.63, 1.57, 1.35
04-1-081289, 742600.73801447, -1143286.42123884, 1077032.52639428, 1.10, 1.05, 2.41
04-1-081290, 740306.84773195, -1143202.32168618, 1078699.67224084, 1.42, 1.28, 1.45
04-1-081291, 738554.98831348, -1143644.42970499, 1079431.65955146, 1.15, 0.99, 1.69
04-1-081293, 733680.46748296, -1149477.12272802, 1076556.58279484, 1.37, 1.25, 1.91
04-1-081298, 719224.63045309, -1161257.33761028, 1073664.79256605, 1.50, 1.44, 1.52
04-1-081301, 714788.22478496, -1165013.02328060, 1072558.25449966, 1.42, 1.33, 1.34
04-1-081302, 714099.53364513, -1168185.81628344, 1069561.83303351, 1.11, 1.07, 3.14
04-1-081308, 703540.56124903, -1174553.44985405, 1069585.72920236, 1.24, 1.12, 0.92
04-1-081311, 687865.90384856, -1176481.39361933, 1077632.02847267, 1.27, 1.00, 2.00
04-1-081315, 688081.21284996, -1180914.07000159, 1072634.59006094, 1.27, 1.09, 1.15
04-1-081322, 674443.38901970, -1198655.65937080, 1061559.93013394, 1.24, 1.03, 1.57
04-1-081327, 651066.92307917, -1196525.17590053, 1078423.90788985, 1.18, 0.99, 1.34
04-1-081329, 651991.84027801, -1198175.16926683, 1076030.51256147, 1.52, 0.80, 1.72
04-1-081335, 660687.58054847, -1212038.39608820, 1054994.60061033, 1.13, 0.91, 1.58
04-1-081346, 622597.00591247, -1213213.05166688, 1076589.90311722, 1.22, 1.09, 0.62
04-1-081348, 613439.06224278, -1209782.35616806, 1085669.34543588, 1.10, 1.06, 0.87
04-1-081361, 596178.16632052, -1235343.99745602, 1066328.07425861, 1.10, 0.99, 1.62
04-1-081366, 587216.57124542, -1232619.65793595, 1074422.74609421, 1.17, 1.14, 2.35
04-1-081370, 582956.33415346, -1239799.97086972, 1068464.64831636, 1.04, 1.02, 1.52
04-1-081374, 577414.75916499, -1236579.10652147, 1075185.13252974, 1.35, 1.20, 1.76
04-1-081379, 569357.35101423, -1253861.34941075, 1059350.12309430, 2.47, 2.33, 0.93
04-1-081383, 570526.06753369, -1238590.00008270, 1076547.06258467, 1.17, 1.00, 1.86
04-1-081384, 571591.11267617, -1242328.38428323, 1071663.44787617, 1.85, 1.80, 1.54
04-1-081386, 556083.84371779, -1241629.08859656, 1080595.54186889, 1.50, 1.36, 1.37
04-1-081391, 535444.73769905, -1252666.10001835, 1078278.87614254, 1.17, 1.08, 2.91
04-1-081392, 536514.95237449, -1255654.92990175, 1074263.07899510, 3.02, 2.77, 1.47
04-1-081413, 442455.86145745, -1282221.93136548, 1085678.81502189, 1.09, 1.06, 0.64
04-1-081414, 434355.02487144, -1285166.70789432, 1085468.10422463, 1.17, 1.08, 1.55
04-1-081415, 428320.80738949, -1286754.99028156, 1085984.18079764, 1.13, 1.09, 0.75
04-1-081419, 443561.75170007, -1291784.62775922, 1073826.89848678, 3.51, 3.36, 2.76
04-1-081421, 448448.76476883, -1291979.05834224, 1071560.81403829, 1.11, 1.00, 1.56
04-1-081427, 450992.25806117, -1288913.36804275, 1074182.04828120, 2.87, 2.81, 2.70
04-1-081436, 412438.19497394, -1309042.75750099, 1065298.34054167, 1.13, 0.97, 1.36
04-1-081439, 398796.35107234, -1305463.40054971, 1074842.10012288, 1.93, 1.80, 1.23
04-1-081445, 387516.75435194, -1316414.49417022, 1065571.39818742, 1.07, 1.00, 1.32
04-1-081447, 392499.75246091, -1321921.58508204, 1056894.52038144, 1.72, 1.62, 1.15
04-1-081448, 373244.62662667, -1310980.14968189, 1077301.37651187, 1.08, 0.98, 2.37
04-1-081449, 361372.82077194, -1315272.72053493, 1076116.21817718, 1.81, 1.74, 1.62
04-1-081451, 358825.52783626, -1321882.67314732, 1068844.79650037, 1.20, 1.09, 1.77
04-1-081460, 357691.01179062, -1333431.46067914, 1054787.39078324, 2.90, 2.67, 1.88
04-1-082513, 352900.18802009, -1291845.94509855, 1106866.87159198, 2.10, 1.82, 0.94
04-1-082516, 350382.98867044, -1295161.16925923, 1103788.05342939, 1.34, 1.25, 1.36
04-1-082517, 352196.34343765, -1293620.46815638, 1105017.00441035, 2.38, 2.09, 1.55
04-1-082524, 358665.10985814, -1304704.46526684, 1089800.14556946, 1.16, 1.03, 1.79
04-1-082526, 352376.91348154, -1306873.75027060, 1089252.16166822, 4.41, 4.24, 2.15
04-1-082529, 376093.16730742, -1284141.31814378, 1108193.92009730, 1.09, 1.07, 1.78
04-1-082530, 371711.56879156, -1284122.93791973, 1109692.54748103, 1.10, 1.02, 1.13
04-1-082533, 381307.49867133, -1286942.60836779, 1103150.97526337, 1.20, 1.04, 1.73
04-1-082535, 398433.25103449, -1297383.15232985, 1084715.01350389, 1.39, 1.23, 1.92
04-1-082538, 401954.98247426, -1285784.92263330, 1097154.54006854, 2.03, 1.92, 1.47
04-1-082540, 404558.32779051, -1282704.76614962, 1099799.89194053, 1.35, 1.21, 1.87
04-1-082554, 498283.34126090, -1253850.32773206, 1094592.08268107, 1.18, 1.00, 1.57
04-1-082559, 485496.04811604, -1265949.03800143, 1086381.78392634, 2.02, 1.86, 1.00
04-1-082563, 516154.83779073, -1246661.85091472, 1094521.43555945, 1.28, 1.04, 1.87
04-1-082565, 519337.50793431, -1238782.50622216, 1101937.02865931, 1.15, 1.03, 2.35
04-1-082571, 527260.75157150, -1253385.12262850, 1081471.49487436, 1.28, 1.09, 1.54
04-1-082574, 539918.46801780, -1234180.17149742, 1097199.21262089, 1.52, 1.41, 2.59
04-1-082575, 544692.71304129, -1235859.88178654, 1092940.51116713, 1.05, 0.95, 2.27
04-1-082581, 581032.56653049, -1214775.43424619, 1097852.70459337, 1.06, 0.97, 2.19
04-1-082582, 582237.71802772, -1227571.86806781, 1082878.25189833, 1.14, 1.04, 1.68
04-1-082586, 591950.71457384, -1211853.12213165, 1095246.60323386, 1.19, 1.09, 1.49
04-1-082589, 602333.19616728, -1205826.37203158, 1096237.31067140, 1.09, 0.92, 1.67
04-1-082598, 610317.02769564, -1207332.10918829, 1090147.26703676, 1.12, 1.01, 2.30
04-1-082606, 657975.45728470, -1168433.45264231, 1104712.77912287, 1.41, 1.27, 1.64
04-1-082607, 662971.41561182, -1168749.98807175, 1101386.00293627, 1.22, 0.99, 1.91
04-1-082614, 655364.09288106, -1188709.66361369, 1084447.32531996, 1.09, 1.04, 1.93
04-1-082618, 674248.59326014, -1174593.27391762, 1088245.48487655, 1.14, 1.06, 0.53
04-1-082619, 684608.91462352, -1169317.81465276, 1087458.15659900, 1.12, 1.04, 1.75
04-1-082621, 686846.59743476, -1155770.36151792, 1100452.35382047, 1.04, 0.97, 2.21
04-1-082625, 689368.26571902, -1171998.36266245, 1081549.81028896, 1.32, 1.20, 2.02
04-1-082627, 689613.31060553, -1157847.67598510, 1096531.34978056, 1.35, 1.19, 1.68
04-1-082628, 695986.74301093, -1147402.14533235, 1103462.51881963, 1.06, 0.98, 1.90
04-1-082630, 711856.16723499, -1152053.59365292, 1088389.67034831, 1.19, 1.07, 1.34
04-1-082633, 714715.87739095, -1137369.37441151, 1101876.07322968, 1.18, 1.09, 2.05
04-1-082637, 718846.20505109, -1148029.96736894, 1088046.91420292, 1.38, 1.24, 1.77
04-1-082639, 727045.10699269, -1145109.58597979, 1085674.08023549, 1.67, 1.52, 1.40
04-1-082640, 733994.09319366, -1145114.92373962, 1080982.53574497, 1.50, 1.20, 1.51
04-1-082643, 736431.08387178, -1140049.93576116, 1084672.37573307, 6.78, 6.58, 0.23
04-1-082644, 729106.31646394, -1143146.37447527, 1086360.48612624, 1.09, 0.94, 1.48
04-1-082656, 821448.26163464, -1071926.08504059, 1093048.93836780, 1.41, 1.33, 1.09
04-1-082657, 826350.28514050, -1058860.50822787, 1102051.90003176, 1.21, 1.05, 2.02
04-1-082659, 827644.93399782, -1058537.27565101, 1101390.69329874, 1.18, 1.16, 2.30
04-1-082665, 844362.46315543, -1052091.44113950, 1094858.15989794, 1.29, 1.18, 2.14
04-1-082666, 851574.94983543, -1050032.72893803, 1091242.47212604, 1.56, 1.40, 1.44
04-1-082667, 850867.60557786, -1052084.92469412, 1089816.67678999, 1.60, 1.40, 1.49
04-1-082670, 860866.95944939, -1042645.61039033, 1091034.81578827, 1.11, 0.98, 1.57
04-1-082672, 864202.41896706, -1030683.28727756, 1099729.46690457, 2.00, 1.73, 1.57
04-1-082675, 877516.25905908, -1031041.65666856, 1088796.15966493, 1.28, 1.11, 1.26
04-1-082676, 880648.47262232, -1011429.02000398, 1104548.94194950, 1.67, 1.62, 2.37
04-1-082678, 907840.81709110, -1005503.21549798, 1087817.58325860, 1.52, 1.33, 1.37
04-1-082687, 931488.59898130, -989647.64112173, 1082351.74337646, 1.12, 0.94, 1.89
04-1-082689, 931263.06510223, -987852.31369697, 1084184.33391188, 1.16, 1.02, 1.68
04-1-082691, 915399.25680171, -979107.16647851, 1105419.43044136, 1.65, 1.48, 0.89
04-1-082695, 923835.22840207, -971955.19773595, 1104712.77912287, 1.30, 1.24, 1.11
04-1-082696, 925694.40932451, -968210.11132497, 1106443.76308669, 1.11, 1.03, 1.12
04-1-082700, 926904.97496209, -974128.82757896, 1100217.68512880, 1.10, 0.97, 1.65
04-1-082703, 925702.20462274, -964133.69656859, 1109991.17271156, 1.52, 1.47, 1.69
04-1-082713, 923951.09619709, -965677.88942698, 1110107.80814660, 1.35, 1.16, 1.42
04-1-082717, 932631.97047932, -968911.05947941, 1099985.33011052, 1.12, 1.05, 2.03
04-1-082718, 928941.28617290, -969198.80577565, 1102851.08773872, 1.24, 0.83, 1.29
04-1-082723, 938340.10286241, -967548.20410309, 1096324.35168477, 1.05, 0.95, 2.17
04-1-082725, 927699.97244831, -957111.53222827, 1114391.77850299, 1.81, 1.67, 2.11
04-1-082730, 920237.42757637, -964893.43943636, 1113868.25406790, 1.13, 1.03, 2.23
04-1-082740, 932432.41965218, -975053.14691664, 1094714.53058299, 1.26, 1.06, 1.82
04-1-082742, 934142.74235831, -972924.65202639, 1095150.08943004, 1.12, 1.02, 1.76
04-1-082746, 941147.01743020, -977859.80971700, 1084707.90728309, 6.66, 6.17, 1.25
04-1-082754, 935800.05832767, -972134.46544765, 1094436.65505261, 1.08, 1.03, 1.30
04-1-082756, 938641.62844627, -963677.17550042, 1099471.21597943, 1.62, 1.48, 1.99
04-1-082758, 939060.59305585, -962459.15916460, 1100180.13502780, 1.53, 1.39, 1.65
04-1-082761, 942356.13212834, -962067.24166818, 1097702.28329411, 5.92, 5.71, 0.22
04-1-082762, 947002.80729967, -962735.49965244, 1093107.86323927, 1.12, 0.98, 1.69
04-1-082765, 941206.51948430, -968371.01001121, 1093136.14643836, 1.41, 1.34, 1.90
04-1-082766, 948508.30775252, -967841.10232018, 1087278.41456736, 1.17, 0.94, 1.26
04-1-082772, 935350.07068578, -957886.60669203, 1107308.56313321, 4.90, 4.37, 2.28
04-1-082773, 938214.56218068, -954167.60877930, 1108095.83054377, 5.75, 4.96, 1.58
04-1-082774, 940760.18065369, -951062.06290796, 1108607.23206811, 1.46, 1.40, 2.09
04-1-082778, 947473.81218358, -950853.28568374, 1103054.92353317, 6.07, 5.35, 0.70
04-1-082779, 948597.21711407, -957011.83732499, 1096745.37742509, 1.19, 1.10, 1.51
04-1-082782, 941321.89480674, -956592.78483944, 1103359.45835914, 1.11, 0.94, 1.60
04-1-082785, 947314.11678599, -945101.18096734, 1108123.85673810, 1.55, 1.29, 1.72
04-1-082786, 951629.79295569, -948082.07255391, 1101862.00626984, 1.27, 1.10, 1.77
04-1-082790, 953724.96564431, -957761.74178050, 1091631.75837292, 1.20, 1.06, 1.56
04-1-082795, 959432.74482214, -955355.57665628, 1088734.71989957, 1.72, 1.60, 1.37
04-1-082800, 962956.74230876, -950864.88053443, 1089554.51970443, 1.29, 1.11, 1.85
04-1-082801, 965837.15357961, -952677.57846524, 1085413.64661352, 1.35, 0.93, 1.80
04-1-082803, 968240.87853985, -945031.67090549, 1089946.55929085, 1.18, 1.01, 1.45
04-1-082807, 971200.32177981, -943725.74608880, 1088444.03215964, 1.50, 1.23, 1.49
04-1-082810, 971522.09400354, -942720.64026053, 1089027.72016591, 1.14, 1.03, 1.48
04-1-082815, 962618.41286590, -945005.22065505, 1094938.21019555, 1.69, 1.61, 2.00
04-1-082816, 961754.08775359, -943135.40252556, 1097307.36222455, 1.80, 1.66, 1.94
04-1-082823, 953215.90275071, -946419.12216453, 1101920.61780532, 1.22, 1.06, 1.72
04-1-082829, 962835.04956890, -937755.88751930, 1100963.81536568, 1.40, 1.30, 2.30
04-1-082831, 961039.50875783, -940889.43709563, 1099858.57716725, 1.12, 0.94, 1.49
04-1-082832, 961404.27120462, -941246.55158479, 1099234.05898801, 1.15, 0.87, 1.99
04-1-082837, 960003.88503577, -938826.01426176, 1102523.02273540, 5.38, 4.77, 2.99
04-1-082838, 964773.27856406, -932908.08614907, 1103382.88176246, 4.23, 3.66, 1.78
04-1-082843, 971871.05760240, -930754.29749961, 1098963.98716281, 1.35, 0.91, 1.63
04-1-082845, 973174.78924994, -934089.16518153, 1094973.52527758, 1.14, 1.01, 2.06
04-1-082847, 974442.21301128, -937530.17224531, 1090897.93731191, 1.37, 1.09, 1.94
04-1-082848, 976200.78200603, -941883.31604365, 1085562.80894724, 1.52, 1.31, 1.42
04-1-082849, 975867.61416298, -935039.02913513, 1091761.50033874, 5.80, 4.43, 1.34
04-1-082850, 972826.38497290, -929230.87981277, 1099407.82092131, 1.57, 1.44, 1.50
04-1-082853, 970577.20585643, -928606.26722388, 1101920.61780532, 5.53, 4.53, 1.64
04-1-082855, 968467.91196717, -926879.61065121, 1105225.24891942, 1.63, 1.34, 1.59
04-1-082856, 951656.19728711, -943124.03995413, 1106086.02171153, 1.09, 0.98, 1.38
04-1-082863, 949792.33493194, -937898.51968156, 1112114.94337756, 1.07, 1.00, 1.71
04-1-082871, 957219.84953554, -936626.48683672, 1106806.10036765, 1.32, 1.26, 1.92
04-1-082910, 975671.88341692, -926655.08127501, 1099060.27871855, 1.70, 1.30, 1.66
04-1-082912, 975629.33926082, -921285.22767150, 1103603.04532371, 1.36, 1.12, 1.68
04-1-082916, 979600.10886470, -917174.72378893, 1103509.36233227, 1.26, 1.06, 1.57
04-1-082927, 974975.77340882, -911887.54296007, 1111954.18532425, 1.22, 1.10, 1.94
04-1-082938, 988959.98840394, -925128.68630771, 1088418.03325131, 1.21, 1.03, 1.71
04-1-082939, 986018.08192787, -928072.33963007, 1088581.11067795, 1.19, 1.00, 1.55
04-1-082945, 975680.15483786, -923397.05009675, 1101791.66965819, 1.30, 0.95, 1.43
04-1-082951, 986251.12457616, -908557.73339667, 1104712.77912287, 1.61, 1.34, 1.77
04-1-082953, 993244.70210234, -910300.55308172, 1096985.24365861, 1.23, 1.05, 1.73
04-1-082954, 993015.23024561, -914148.39833283, 1093989.13080788, 1.09, 0.98, 1.63
04-1-082956, 996585.71713387, -916600.16986767, 1088678.00428011, 1.30, 1.04, 1.53
04-1-082960, 995440.50955031, -905622.39032659, 1098865.34119762, 1.23, 0.96, 1.34
04-1-082973, 989555.72505032, -901879.75374999, 1107226.77749230, 4.21, 3.57, 0.63
04-1-082979, 996829.70188486, -891926.26422614, 1108763.65589053, 1.15, 1.04, 1.62
04-1-082981, 1001485.45220437, -897257.23488422, 1100234.11302820, 1.09, 0.95, 1.79
04-1-082982, 1003704.58633254, -897383.95195531, 1098106.50947350, 1.16, 1.01, 1.38
04-1-082986, 1005498.19493540, -891217.82258835, 1101482.15268452, 1.21, 0.86, 1.47
04-1-082990, 1000244.61925986, -888121.16833794, 1108742.64461676, 1.19, 1.06, 1.69
04-1-082999, 1009285.47438671, -894197.27792772, 1095587.88754652, 1.12, 0.92, 1.71
04-1-083008, 1002985.90198928, -888866.04214199, 1105665.04852853, 1.15, 0.88, 1.38
04-1-083012, 1005840.00847497, -901316.84166572, 1092919.29632559, 1.59, 1.40, 1.60
04-1-083021, 1006115.15860317, -913730.43641084, 1082306.67428663, 1.29, 1.14, 1.31
04-1-083023, 1007727.88013650, -906534.56504798, 1086847.90194804, 1.23, 1.14, 2.00
04-1-083024, 1006775.33582431, -904787.90736027, 1089183.65112155, 1.19, 1.14, 0.51
04-1-083028, 1009560.23596114, -901605.26708991, 1089245.07449969, 1.38, 1.26, 1.67
04-1-083033, 1004522.63444279, -905556.18669197, 1090624.14682421, 1.27, 0.80, 1.51
04-1-083034, 991948.62308261, -910866.26205299, 1097688.18059507, 2.42, 2.02, 1.57
04-1-083039, 1013803.34021314, -897568.50625581, 1088637.82956059, 1.16, 1.09, 1.76
04-1-083045, 1017953.85116284, -900166.16005051, 1082603.15961236, 1.37, 1.21, 1.17
04-1-083046, 1022258.24737504, -895077.03469214, 1082766.79744091, 1.42, 1.26, 2.06
04-1-083051, 1013746.78924063, -891758.88134738, 1093454.29938448, 1.97, 1.88, 2.04
04-1-083056, 1005837.48654826, -881288.64966036, 1109134.80994606, 1.15, 1.04, 1.64
04-1-083057, 1002670.09692188, -882232.40257626, 1111250.38788888, 1.26, 1.16, 1.42
04-1-083064, 1018374.71964289, -876775.72761535, 1101242.94043451, 2.02, 1.87, 2.06
04-1-083066, 1014248.27865314, -888001.05773414, 1096044.39267403, 1.21, 1.01, 1.63
04-1-083068, 1009990.37670202, -890488.95369259, 1097956.11129079, 1.21, 1.10, 2.05
04-1-083073, 1007766.64550565, -876347.02684762, 1111297.00653858, 1.17, 0.99, 1.79
04-1-083076, 1021866.64796282, -881025.07108891, 1094596.79238248, 1.12, 0.98, 1.43
